WKT,nama,deskripsi
"POLYGON ((106.7325307 -6.1176871, 106.7290975 -6.1333897, 106.7297841 -6.142265, 106.7277242 -6.1518227, 106.7277242 -6.1661591, 106.7284109 -6.1791297, 106.7304708 -6.1907347, 106.7352773 -6.2002916, 106.7407705 -6.2112136, 106.7469503 -6.2200875, 106.7524434 -6.231009, 106.7586233 -6.2426129, 106.7627431 -6.2521688, 106.7654897 -6.2624072, 106.7689229 -6.277423, 106.7757894 -6.2876608, 106.7867757 -6.2917559, 106.8005086 -6.2931209, 106.8169881 -6.2924384, 106.8272878 -6.298581, 106.8403341 -6.3047234, 106.8513204 -6.3047234, 106.8671132 -6.3074534, 106.875353 -6.3074534, 106.884966 -6.3074534, 106.896639 -6.3081359, 106.9035055 -6.3115483, 106.9186117 -6.3115483, 106.9330312 -6.3081359, 106.9481374 -6.3019935, 106.9577505 -6.2924384, 106.9591237 -6.2808356, 106.9591237 -6.2658199, 106.9577505 -6.253534, 106.9550039 -6.243978, 106.9529439 -6.2357871, 106.9543172 -6.2187223, 106.9481374 -6.2078005, 106.9440175 -6.1982437, 106.9426443 -6.180495, 106.9419576 -6.1613803, 106.9405843 -6.1470439, 106.9371511 -6.1395341, 106.9289113 -6.1299762, 106.9254781 -6.1183698, 106.9227315 -6.1060804, 106.9144918 -6.1081287, 106.9035055 -6.1094942, 106.8925191 -6.1067632, 106.8932058 -6.1190525, 106.8925191 -6.1313416, 106.884966 -6.1286107, 106.8712331 -6.1251971, 106.8575002 -6.1217835, 106.8513204 -6.1251971, 106.8437673 -6.1272453, 106.830721 -6.1306589, 106.8204213 -6.1320243, 106.8156148 -6.1292934, 106.8108083 -6.1292934, 106.7970754 -6.1320243, 106.7874624 -6.132707, 106.7805959 -6.1286107, 106.7716695 -6.120418, 106.7613698 -6.1217835, 106.7510702 -6.1231489, 106.7414571 -6.1217835, 106.7325307 -6.1176871))",DKI Jakarta,
