WKT,nama,deskripsi
"POLYGON ((110.0287504 -7.8929797, 110.0603361 -7.910663, 110.0891752 -7.924265, 110.1262541 -7.9392267, 110.1523466 -7.9528277, 110.1853056 -7.9705084, 110.2127714 -7.9841084, 110.2374907 -7.9963481, 110.2663298 -8.0085873, 110.2979155 -8.0167466, 110.3391142 -8.0276254, 110.3528471 -8.0480224, 110.3679533 -8.0643393, 110.3871794 -8.0738572, 110.4064055 -8.0806555, 110.4366179 -8.096971, 110.4627104 -8.1092073, 110.4805632 -8.1119264, 110.5135222 -8.1241621, 110.540988 -8.1336786, 110.5766935 -8.1391165, 110.5890532 -8.1486325, 110.6027861 -8.1431948, 110.6384916 -8.1663047, 110.6947966 -8.1921318, 110.7071562 -8.1839761, 110.7085295 -8.2002874, 110.7222624 -8.1989281, 110.734622 -8.1921318, 110.7552214 -8.2016466, 110.7717009 -8.1962096, 110.7977934 -8.1948504, 110.8293791 -8.2043651, 110.8348722 -8.1812574, 110.8225126 -8.163586, 110.8156462 -8.1486325, 110.80054 -8.1663047, 110.7868071 -8.1513514, 110.7895536 -8.1296001, 110.7881804 -8.1064881, 110.7813139 -8.0820152, 110.7744474 -8.0602601, 110.757968 -8.0344246, 110.7552214 -8.0208262, 110.7662077 -7.9922682, 110.7689543 -7.9759485, 110.7703276 -7.9392267, 110.7689543 -7.9079425, 110.777194 -7.8957003, 110.777194 -7.880737, 110.7840605 -7.8671336, 110.7854338 -7.8508088, 110.7868071 -7.8181575, 110.7662077 -7.8086337, 110.7648344 -7.8290416, 110.744235 -7.819518, 110.7428618 -7.8072732, 110.7305021 -7.7977491, 110.7140226 -7.7950279, 110.6975431 -7.8086337, 110.6728239 -7.8018309, 110.6728239 -7.7868642, 110.6577177 -7.8031914, 110.6481047 -7.7963885, 110.6275053 -7.8018309, 110.6123991 -7.7950279, 110.6000395 -7.8059126, 110.5766935 -7.8072732, 110.5876799 -7.7923067, 110.5643339 -7.7827823, 110.5519743 -7.7895855, 110.5327482 -7.7991097, 110.5135222 -7.7732577, 110.4970427 -7.7691757, 110.4888029 -7.7256315, 110.4833097 -7.6970532, 110.4736967 -7.6616679, 110.4682035 -7.6221961, 110.4627104 -7.5922496, 110.4572172 -7.5663851, 110.4462309 -7.5418804, 110.4228849 -7.558217, 110.4036589 -7.5799982, 110.3830595 -7.6017783, 110.356967 -7.6235573, 110.3418608 -7.6276407, 110.3281279 -7.6398908, 110.3020353 -7.6589458, 110.2745695 -7.7079404, 110.2622099 -7.6861657, 110.2663298 -7.6657509, 110.2649565 -7.6507795, 110.2567167 -7.6412519, 110.2416105 -7.6535016, 110.2168913 -7.6480573, 110.2045317 -7.6535016, 110.1949186 -7.6439741, 110.1715727 -7.6507795, 110.1550932 -7.642613, 110.139987 -7.6494184, 110.1221342 -7.667112, 110.1386137 -7.6888876, 110.1331205 -7.6984141, 110.1358671 -7.7256315, 110.130374 -7.7433219, 110.116641 -7.7623722, 110.1152678 -7.7773397, 110.097415 -7.7814217, 110.0864286 -7.7977491, 110.0726957 -7.8099943, 110.0617094 -7.8208785, 110.0617094 -7.8412858, 110.0493498 -7.8426463, 110.0520964 -7.8521693, 110.0438566 -7.8630524, 110.0452299 -7.872575, 110.0383635 -7.8820973, 110.0287504 -7.8929797))",DIY Yogyakarta,
